event_count,unique_messages,distinct_hosts,distinct_processes,avg_msg_length,failed_auth_count,invalid_user_count,entropy_tokens,isolation_forest_label,isolation_forest_score,one_class_svm_label,one_class_svm_score,dbscan_label,dbscan_score,ensemble_anomaly
10,1,1,1,108.0,0,0,3.875,1,0.16096469231739952,1,0.1802000471385119,-1,-1,1
23,2,1,1,94.0,0,0,3.9777910322325827,1,0.1307859865287589,1,0.4082083679977595,-1,-1,1
23,1,1,1,61.0,0,0,3.807354922057604,1,0.19161682182197598,1,0.5039502154979338,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
23,2,1,1,91.0,0,0,4.352891230035434,1,0.11109710855622479,1,0.45973204750712426,-1,-1,1
23,1,1,1,60.0,0,0,3.807354922057604,1,0.19051890020013207,1,0.4934292661954043,-1,-1,1
16,1,1,1,98.0,0,0,3.9698157824268097,1,0.18882137190166698,1,0.47677475045355955,-1,-1,1
48,1,1,1,98.0,0,0,3.9698157824268097,-1,-0.023256200663198445,-1,-1.209960380780097,-1,-1,1
16,1,1,1,98.0,0,0,3.9698157824268097,1,0.18882137190166698,1,0.47677475045355955,-1,-1,1
10,1,1,1,98.0,0,0,3.9698157824268097,1,0.23462974656202368,1,0.4888653892863992,-1,-1,1
10,1,1,1,96.0,0,0,3.9698157824268097,1,0.22868669921565565,1,0.5325590545288579,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
3,3,1,2,38.666666666666664,0,0,3.8924071185928764,1,0.0011411494360501484,1,0.19415019942178624,-1,-1,1
10,1,1,1,98.0,0,0,3.9698157824268097,1,0.23462974656202368,1,0.4888653892863992,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
10,1,1,1,109.0,0,0,4.221928094887363,1,0.17104362584929228,1,0.14030077173020494,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
6,2,1,1,34.5,0,0,3.0850551027564768,1,0.17114342657527287,1,0.12415333831175701,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
2,1,1,1,109.0,0,0,4.221928094887363,1,0.14751318013502768,-1,-2.8692785924988584e-08,-1,-1,1
4,1,1,1,109.0,0,0,4.221928094887363,1,0.15227393137464618,1,0.0531649843780988,-1,-1,1
2,1,1,1,109.0,0,0,4.221928094887363,1,0.14751318013502768,-1,-2.8692785924988584e-08,-1,-1,1
10,1,1,1,109.0,0,0,3.9698157824268097,1,0.18497519762757564,1,0.1404345922587682,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
22,2,1,1,60.0,0,0,3.8264095640435345,1,0.2130967965810549,1,0.525878369044599,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
23,2,1,1,59.0,0,0,3.8472570201613325,1,0.21946093365345604,1,0.4822702915649453,-1,-1,1
2,1,1,1,89.0,0,0,4.321928094887363,1,0.09877126984391738,1,0.4706960208395117,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
19,2,1,1,89.0,0,0,4.363501814287849,1,0.11854030663310189,1,0.5927624780243015,-1,-1,1
11,1,1,1,89.0,0,0,4.321928094887363,1,0.11889802533552274,1,0.6519535281164597,-1,-1,1
23,2,1,1,61.0,0,0,3.825784826962234,1,0.21978080587450638,1,0.5040808031942525,-1,-1,1
9,1,1,1,62.0,0,0,3.807354922057604,1,0.18054818969244718,1,0.6755464752904015,-1,-1,1
3,1,1,1,115.0,0,0,4.20184123230257,1,0.09354814989145721,-1,-0.23444207730997313,-1,-1,1
22,14,1,1,76.0,0,0,4.2037284224630245,-1,-0.062050207875181784,1,0.3077330053886316,-1,-1,1
1,1,1,1,76.0,0,0,4.087462841250339,1,0.1371726353351851,1,0.5097476842689135,-1,-1,1
20,11,1,1,76.0,0,0,4.31430282062607,-1,-0.021970636769172103,1,0.481113570291412,-1,-1,1
3,2,1,1,76.0,0,0,4.141480243253544,1,0.13841561862535295,1,0.579338547940341,-1,-1,1
23,3,1,1,107.0,0,0,4.2143503166643566,1,0.0648650935341224,1,0.03083026383214893,-1,-1,1
23,3,1,1,95.0,0,0,4.2852070205707715,1,0.08772551669961115,1,0.38345154819964034,-1,-1,1
23,2,1,1,95.0,0,0,4.262379945248856,1,0.12973189271400176,1,0.38796169929273283,-1,-1,1
21,2,1,1,61.0,0,0,3.8758343422702564,1,0.2095472596004352,1,0.5652538202824671,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
20,2,1,1,60.5,0,0,4.3685225277282065,1,0.16733427171650134,1,0.5850979012274165,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
10,1,1,1,98.0,0,0,3.9698157824268097,1,0.23462974656202368,1,0.4888653892863992,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
10,2,1,1,55.0,0,0,4.142664355548848,1,0.19201611943038377,1,0.617927844663531,-1,-1,1
4,1,1,1,95.0,0,0,3.9698157824268097,1,0.2115406467665148,1,0.44627394631866224,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
23,2,1,1,61.0,0,0,3.825784826962234,1,0.21978080587450638,1,0.5040808031942525,-1,-1,1
2,1,1,1,97.0,0,0,3.9698157824268097,1,0.20809861473875296,1,0.34777921415281465,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
23,1,1,1,61.0,0,0,3.807354922057604,1,0.19161682182197598,1,0.5039502154979338,-1,-1,1
23,2,1,1,59.0,0,0,3.825784826962234,1,0.21923609752601597,1,0.4823061016912549,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
1,1,1,1,95.0,0,0,3.9698157824268097,1,0.19604684716806975,1,0.35080989189445067,-1,-1,1
10,1,1,1,95.0,0,0,3.9698157824268097,1,0.22367004863682255,1,0.5523701527803553,-1,-1,1
25,2,1,1,57.36,0,0,3.9127457931211067,1,0.1762318791772527,1,0.3876431071082038,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
5,1,1,1,98.0,0,0,3.9698157824268097,1,0.2254618260266542,1,0.41117731707904426,-1,-1,1
19,3,1,1,60.0,0,0,3.8962721127698843,1,0.1769071431514127,1,0.6008008406886676,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
23,1,1,1,60.0,0,0,3.807354922057604,1,0.19051890020013207,1,0.4934292661954043,-1,-1,1
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
1,1,1,1,39.0,0,0,2.584962500721156,1,0.16499535183536496,1,0.15398139222396257,1,0,0
6,2,1,2,56.333333333333336,0,0,4.001629167387823,-1,-0.004526105613846143,1,0.5799502934977845,-1,-1,1
19,1,1,1,60.0,0,0,3.807354922057604,1,0.1874493420491063,1,0.6045478445244132,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
23,2,1,1,62.0,0,0,3.8613103086691347,1,0.21826632911359561,1,0.5137624043624456,-1,-1,1
7,1,1,1,98.0,0,0,3.9698157824268097,1,0.22729056246605583,1,0.45178166138612497,-1,-1,1
12,1,1,1,98.0,0,0,3.9698157824268097,1,0.22190209765233054,1,0.4975938047561739,-1,-1,1
4,1,1,1,98.0,0,0,3.9698157824268097,1,0.2168761907839435,1,0.38616715188796036,-1,-1,1
2,2,1,1,34.5,0,0,3.0850551027564768,1,0.26610691318905777,1,0.04790698234516366,1,0,0
2,2,1,1,33.5,0,0,3.0850551027564768,1,0.25259352596919193,1,0.013838914955976556,1,0,0
1,1,1,1,58.0,0,0,3.807354922057604,1,0.16196937291638097,1,0.45713052268565946,-1,-1,1
3,3,1,3,21.666666666666668,0,0,3.773557262275186,-1,-0.11397655575826071,-1,-0.4970548608030301,-1,-1,1
